day,hours_above_freezing,avg_temp,avg_humidity,avg_snow_depth,avg_wind_speed,rain,snowfall
1990-10-01,24.0,47.50208333333333,78.72916666666667,0.0,6.319791666666666,0.264,0.0
1990-10-02,24.0,44.88645833333334,78.76041666666666,0.0,8.364583333333334,0.24525000000000002,0.0
1990-10-03,22.25,44.25208333333333,74.76041666666666,0.0,5.242708333333333,0.0,0.0
1990-10-04,24.0,52.6875,78.22916666666667,0.0,10.68125,0.5525,0.0
1990-10-05,24.0,48.94375,82.25,0.0,8.9875,0.14225,0.0
1990-10-06,24.0,56.684375,72.625,0.0,8.8,0.03475,0.0
1990-10-07,24.0,63.03125,67.05208333333334,0.0,7.157291666666667,0.0,0.0
1990-10-08,24.0,54.760416666666664,87.5,0.0,3.76875,0.0695,0.0
1990-10-09,24.0,52.353125,97.40625,0.0,3.2583333333333333,0.21700000000000003,0.0
1990-10-10,24.0,47.10729166666667,98.26041666666667,0.0,4.751041666666667,0.3145,0.0
1990-10-11,24.0,51.81041666666667,95.67708333333334,0.0,9.107291666666667,0.14200000000000002,0.0
1990-10-12,24.0,60.51979166666666,91.46875,0.0,8.096875,0.65925,0.0
1990-10-13,24.0,61.791666666666664,96.39583333333333,0.0,6.4125,0.48175,0.0
1990-10-14,24.0,58.165625,90.04166666666667,0.0,5.079166666666667,0.15,0.0
1990-10-15,24.0,52.80416666666667,80.01041666666667,0.0,7.754166666666666,0.013000000000000001,0.0
1990-10-16,24.0,45.91770833333333,70.09375,0.0,7.1083333333333325,0.008,0.0
1990-10-17,22.5,46.78333333333333,64.15625,0.0,7.355208333333334,0.02275,0.0
1990-10-18,24.0,56.348958333333336,75.44791666666666,0.0,10.854166666666668,0.0,0.0
1990-10-19,21.75,43.46875,80.64583333333334,0.0,12.486458333333333,1.28125,0.056
1990-10-20,18.25,35.9,58.54166666666667,0.0,7.939583333333333,0.0,0.0
1990-10-21,19.5,39.80833333333333,66.71875,0.0,7.255208333333333,0.0,0.0
1990-10-22,24.0,46.715624999999996,90.14583333333334,0.0,6.495833333333334,0.089,0.0
1990-10-23,24.0,48.13645833333333,99.08333333333334,0.0,3.558333333333333,0.38475,0.0
1990-10-24,24.0,45.43229166666667,98.25,0.0,5.995833333333334,0.5145,0.0
1990-10-25,21.75,40.75208333333333,85.11458333333334,0.0,3.9916666666666667,0.0,0.0
1990-10-26,18.25,35.04270833333333,76.0625,0.0,8.794791666666667,0.0,0.0
1990-10-27,9.75,30.241666666666667,61.34375,0.0,6.145833333333333,0.0,0.0
1990-10-28,16.75,34.253125,71.29166666666667,0.0,8.105208333333334,0.092,0.0
1990-10-29,15.0,31.682291666666664,84.90625,0.0275,9.847916666666666,0.037000000000000005,0.6765
1990-10-30,9.75,32.328125,71.9375,0.0495,4.088541666666666,0.0,0.0
1990-10-31,18.75,35.662499999999994,80.67708333333333,0.04571875,5.682291666666666,0.0,0.0
1990-11-01,17.0,35.9375,77.13541666666667,0.03025,2.746875,0.0,0.0
1990-11-02,20.75,42.05416666666667,79.01041666666667,0.02096875,5.923958333333333,0.006,0.0
1990-11-03,24.0,51.74583333333333,76.39583333333333,0.0,5.941666666666666,0.0,0.0
1990-11-04,24.0,52.405208333333334,83.4375,0.0,6.963541666666667,0.030000000000000002,0.0
1990-11-05,19.0,38.115625,73.35416666666667,0.0,6.659375,0.09925,0.0555
1990-11-06,19.25,37.97916666666667,86.96875,0.00034375000000000003,11.670833333333333,0.429,0.069
1990-11-07,12.75,31.46875,63.927083333333336,0.00825,8.240625000000001,0.0,0.007
1990-11-08,5.5,28.286458333333336,72.22916666666667,0.015468750000000002,6.653125,0.0,0.1675
1990-11-09,6.25,27.628125,64.8125,0.0165,4.619791666666666,0.0,0.0
1990-11-10,17.75,32.33229166666666,82.1875,0.058208333333333334,6.363541666666666,0.638,2.66025
1990-11-11,6.25,28.87291666666667,84.79166666666667,0.5433333333333333,11.90625,0.12575,4.9555
1990-11-12,0.0,22.3,75.17708333333334,0.6985520833333333,12.632291666666667,0.001,1.8505
1990-11-13,0.0,18.290625,71.54166666666666,0.75175,13.726041666666667,0.0,0.5780000000000001
1990-11-14,0.0,22.322916666666668,76.82291666666667,0.7744375,8.544791666666667,0.0,0.077
1990-11-15,9.0,29.752083333333335,79.1875,0.7196354166666666,6.7406250000000005,0.0,0.0
1990-11-16,20.25,39.434375,84.16666666666667,0.55740625,6.529166666666667,0.0,0.0
1990-11-17,20.0,37.565625,88.70833333333333,0.30652083333333335,7.989583333333333,0.17875000000000002,0.40175
1990-11-18,2.25,25.9875,73.32291666666667,0.2916666666666667,8.269791666666666,0.0,0.0
1990-11-19,0.0,24.6125,73.59375,0.28700000000000003,8.484375,0.0,0.0
1990-11-20,6.25,25.086458333333333,81.01041666666667,0.27625,7.082291666666666,0.0,0.014
1990-11-21,9.75,30.10729166666667,82.44791666666666,0.27796875,6.595833333333333,0.0,0.007
1990-11-22,8.0,30.772916666666667,75.60416666666666,0.26696875,6.391666666666667,0.003,0.0
